sentence,label
"In conclusion, we found no evidence that co-existing CD influences survival in individuals with LPM.",1
Men with low free and bioavailable testosterone levels may have a higher risk of mortality within 9 years of hormone measurement.,1
"Results of this large, prospective cohort study in women with more than 20 years of follow-up indicate a consistent link between migraine and cardiovascular disease events, including cardiovascular mortality.",2
Fetal reduction to twins and singletons was not associated with a decreased risk of serious neonatal morbidity or perinatal death.,2
Infection with HIV is associated with a 50% increased risk of AMI beyond that explained by recognized risk factors.,2
Endocarditis is a substantial clinical marker for presence of occult cancer.,2
"Use of e-cigarettes by U.S. young adults, most of which is not intended to help reduce smoking, is related to more rather than less frequent and intensive cigarette smoking.",1
"The percentage of both homeless and housed people entering treatment with Medicaid increased approximately 21% after expansion (P = .01), with an average increase of 5.4% per year over 12 years (P = .01).",2
"At baseline, greater individual-level safety was associated with more adiposity.",0
"Over 20,000 emergency departments visits in the US annually are attributed to dietary supplement adverse events; these commonly involve cardiovascular manifestations from weight loss or energy products in younger adults, micronutrient ingestions by unsupervised children, and swallowing problems, usually from micronutrients, in older adults.",3
"Household food insecurity was a robust predictor of health care utilization and costs incurred by working-age adults, independent of other social determinants of health.",2
We evidenced strong associations between AMY1 or AMY2 activity and lower BMI,2
"Compared with matched healthy nondonors, kidney donors had an increased risk of ESRD over a median of 7.6 years; however, the magnitude of the absolute risk increase was small.",2
Adoption of NACT for advanced epithelial ovarian cancer in New England and east south central regions led to a sizable reduction in mortality within three years after diagnosis.,3
Pretreatment with red wine was preventive.,3
"Having a baby has a marked effect on 10-year weight gain, but there is also an effect attributable to getting married or living with a partner.",3
"In this prospective postlicensure study of more than 200,000 doses of monovalent rotavirus vaccine, we observed a significant increase in the rate of intussusception after vaccination, a risk that must be weighed against the benefits of preventing rotavirus-associated illness.",2
"In this study, the  short-term risk for sustained ventricular tachycardia in patients with a prolonged  QTc who subsequently received levofloxacin was very rare.",1
Combining performance-based user testing with expertise in writing for patients and information design led to a significantly improved and preferred information sheet,3
"Among persons enrolled in the World Trade Center Health Registry, there was an excess risk for prostate cancer, thyroid cancer, and myeloma in 2007-2008 compared with that for New York State residents; however, these findings were based on a small number of events and multiple comparisons.",2
